Date,PMID,Passage,Data
20181219,24879924,"We reanalyze the “Multi-Modal MRI Reproducibility Resource” (www.nitrc.org) data set, which is publicly known as “Kirby21”.",nitrc
20181219,24882193,"The data collected by the Bipolar Disorder Genome Study Consortium, part of the Genetic Association Information Network (GAIN), were accessed through dbGaP.",dbgap
20181119,24887067,"Dataset 3 involved 68 neurologically healthy adult subjects (age range approximately between 22–35 and approximately equal numbers of males and females) who were scanned as part of the Human Connectome Project (http://www.humanconnectome.org), following approval by appropriate institutional review boards in the University of Washington at St Louis and the University of Minnesota.",humanconnectome.org
20181121,24904398,"There are some central, open databases for image data sharing such as The Cancer Imaging Archive2 and the National Database for Autism Research3, but these are domain-specific, and contributing data requires a substantial investment of time to handle both bureaucratic and technical aspects of contributing data.",national database for autism research
20181121,24904398,Source code for the user tools and custom code for the repository can be found on GitHub at http://github.com/incf/one_click.,github
20181121,24904398,The custom code for the archive server is also made available on line via GitHub17 and released under the BSD license.,github
20181121,24904398,http://www.nitrc.org/projects/hid/,nitrc
20181121,24904398,https://www.nitrc.org/projects/loris/,nitrc
20181121,24904398,http://www.xnat.org,xnat.org
20181121,24904398,https://wiki.xnat.org/display/XNAT/XNAT+Desktop,xnat.org
20181121,24904398,http://github.com/incf/one_click,github
20181121,24904398,http://www.nitrc.org/projects/xnat_extras/,nitrc
20181121,24904398,http://www.nitrc.org/projects/bxh_xcede_tools,nitrc
20181121,24904398,http://www.nitrc.org/projects/dtiprep,nitrc
20181121,24904398,http://www.nitrc.org/projects/fcon_1000,nitrc
20181219,24915964,"The RSFC analysis was performed using the Nathan Kline Institute “Rockland” sample, which is accessible online and belongs to the International Neuroimaging Data-sharing Initiative (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html).",fcon_1000.projects
20181222,24939340,We have validated MSM using data from the WU-Minn Human Connectome Project (HCP) (http://humanconnectome.org).,humanconnectome.org
20181222,24939340,http://www.humanconnectome.org/documentation/Q1/imaging-protocols.html,humanconnectome.org
20181129,24941232,"At the time the data were accessed (October, 2011), the Allen Brain Institute (ABI, website: http://www.brain-map.org) had complete microarray gene expression results available from two, previously healthy human male brains (age 24 and 39 yr).",brain-map.org
20181219,24951681,"We have used the implementation of the STEPS from source-forge.net/projects/niftyseg/, implementation of MALF-PICSL from http://www.nitrc.org/projects/picsl_malf/, and implementation of NLS from http://www.nitrc.org/projects/jist.",nitrc
20181118,24971513,We compared these retinotopic maps to population-average cortical myelin maps derived from the Human Connectome Project (HCP; http://www.humanconnectome.org).,humanconnectome.org
20181118,24971513,The MPM and probabilistic retinotopic datasets as well as the HCP myelin maps are accessible at https://db.humanconnectome.org/app/template/Abdollahi_Neuroimage2014.vm/ and can be used in a variety of ways as reference data for other neuroimaging studies.,humanconnectome.org
20181222,24990625,using the 1000 Functional Connectomes scripts (http://www.nitrc.org/projects/fconn_1000).,nitrc
20181219,24996397,"The estimated whole brain BOLD images were submitted for the seed based connectivity analysis using Conn FC toolbox (http://www.nitrc.org/projects/conn, version 13p) .",nitrc
20181219,24996397,(http://www.nitrc.org/projects/art/).,nitrc
20181219,25035154,"In order to detect global patterns of WM degeneration, we aligned all subjects to a common space using a two-step registration approach directly on the tensor images using DTITK (http://www.nitrc.org/projects/dtitk).",nitrc
20181119,25038753,"Data used in the preparation of this article reside in the NIH-supported National Database for Autism Research (NDAR), in [dataset identifier].",national database for autism research
20181123,25038819,"GACT is a new, powerful, and user-friendly tool with both command-line and interactive online versions that can accurately predict, and convert between any of the common allele definitions and between genome builds for genome-wide meta-analysis and imputation of genotypes from SNP-arrays or deep-sequencing, particularly for data from the dbGaP and other public databases.",dbgap
20181123,25038819,"Since investigators who use datasets from existing GWAS repositories, such as the dbGaP, may not immediately know what allele definitions were used to call the SNPs, we built an artificial neural network (ANN) within GACT to predict the allele definitions.",dbgap
20181123,25038819,"dbGaP), allele definitions may not be immediately known to investigators.",dbgap
20181123,25038819,The GWAS genotype data were obtained through the NIH dbGaP [phs000448].,dbgap
20181123,25038819,"The prediction module is particularly useful when the datasets are obtained from public genotype repositories, such as the dbGaP.",dbgap
20181123,25038819,"The strengths of our tool include that it 1) can be easily connected to other commonly-used GWAS approaches (Figure 1); 2) can convert between any of the four commonly-used SNP allele definitions; 3) provides both the powerful command-line software and user-friendly web interface, where the latter can be easily used by biologists (no informatics training required except access to the internet); 4) can accurately predict allele definitions (and genome builds), which is particularly useful for investigators who use GWAS data from the dbGaP or other publicly available database; and 5) is computationally efficient, e.g., a typical conversion can be completed in a few seconds.",dbgap
20181123,25038819,GACT will facilitate and ease a broad use of the GWAS data from the dbGaP and other publicly available genotype repositories for large-scale secondary analyses and multi-laboratory collaborations in the genetic association studies of human diseases.,dbgap
20181123,25038819,The GWAS data in Ashkenazi Jewish that was described in this study were obtained from the database of Genotypes and Phenotypes (dbGaP) through accession number phs000448.,dbgap
20181222,25050428,"The patient data were obtained from the National Database for Autism Research (NDAR), a National Institutes of Health (NIH) funded research data repository that is dedicated to facilitate collaboration across laboratories to help accelerate scientific discovery in autism research.",national database for autism research
20181222,25050428,"The NDAR consists of various imaging modalities, including T1- and T2-weighted, functional MRI, diffusion tensor imaging, and spectroscopy.",ndar
20181222,25050428,"Promising classification results were obtained using the proposed fused (or integrated) regional and interregional features on the NDAR dataset: ACC = 96.27%, AUC = 0.9952, SEN = 0.9553, and SPE = 0.9700.",ndar
20181205,25064852,"To do this, we first activated genetically defined subsets of CEl PKC-δ− neurons using two different Cre lines: Tac2-Cre (obtained from the Allen Institute for Brain Science; http://connectivity.brain-map.org/transgenic/experiment/131034318) and CRF-Cre (of which 50% and 70% are PKC-δ−, respectively; Supplementary Fig.",brain-map.org
20181205,25064852,"While other extra-amygdalar projections of CEl PKC-δ+ neurons (http://connectivity.brain-map.org) may be involved in feeding suppression, these neurons also make extensive projections within the amygdala.",brain-map.org
20181128,25070353,"To prove the feasibility of the hPDT, we evaluated the performance of our test using the Framingham Heart Study (FHS) data set (downloaded from dbGAP study: phs000007.v20.p8) and we also used the vPDT to conduct the analysis on the same data set.",dbgap
20181204,25071542,"The REST API can be accessed through a number of different URIs into the system (in the following table, all calls are relative to the root of the Web service, which in the case of ConnectomeDB is https://db.humanconnectome.org).",humanconnectome.org
20181204,25071542,http://www.xnat.org.,xnat.org
20181204,25071542,https://www.humanconnectome.org.,humanconnectome.org
20181204,25071542,https://db.humanconnectome.org.,humanconnectome.org
20181204,25071542,https://www.humanconnectome.org/documentation/Q3.,humanconnectome.org
20181121,25075302,"Finally, more of an afterthought but along similar lines: should there be a collaborative processing code library that should be developed and maintained in parallel with the use of these data (similar to GitHub or SourceForge)?",github
20181116,25079298,"For example, “Purple Robot”, a real-time mobile phone sensor data acquisition platform that can collect all available data from Android phones, is currently available for download on the GooglePlay store with source code available at GitHub.",github
20181202,25116834,"We acquired 2616 complete ADOS Module 1 score sheets from the Boston Autism Consortium, Simons Simplex Collection version 14, Simons Variation In Individuals Project, Autism Genetic Resource Exchange, and National Database for Autism Research data sets (Table 1).",national database for autism research
